Gen	theta_1M	theta_2T	theta_3N	theta_4R	theta_5S	theta_6X	theta_7Y	tau_4R	tau_5S	tau_6X	tau_7Y	phi_X	phi_Y	lnL
59380	0.001919	0.002595	0.015979	0.004574	0.005188	0.010014	0.008392	0.004732	0.002900	0.000875	0.000875	0.599250	0.051624	-156164.412
59385	0.002017	0.002728	0.015792	0.004990	0.005179	0.008796	0.008332	0.004904	0.003066	0.000920	0.000920	0.609167	0.051624	-156165.376
59390	0.002017	0.002728	0.014313	0.004990	0.007540	0.011273	0.007835	0.004904	0.002882	0.000920	0.000920	0.687014	0.051624	-156162.689
59395	0.002190	0.002681	0.015993	0.004904	0.007314	0.010022	0.007428	0.004819	0.002967	0.000960	0.000960	0.656460	0.083271	-156133.754
59400	0.002267	0.002774	0.015944	0.005074	0.008406	0.010001	0.006756	0.004987	0.003187	0.001035	0.001035	0.656460	0.068593	-156166.366
59405	0.002137	0.002798	0.016646	0.004724	0.007123	0.008637	0.006659	0.004723	0.003152	0.000931	0.000931	0.684898	0.068593	-156159.680
59410	0.002224	0.002912	0.014637	0.005569	0.006186	0.009493	0.007481	0.004916	0.003355	0.000990	0.000990	0.671869	0.087579	-156160.612
59415	0.002161	0.002829	0.012750	0.005165	0.005241	0.008036	0.007269	0.004776	0.003490	0.000962	0.000962	0.622223	0.113945	-156196.841
59420	0.002185	0.002860	0.014840	0.005222	0.005392	0.005489	0.006738	0.004829	0.003679	0.000942	0.000942	0.614205	0.113945	-156150.275
59425	0.002191	0.003374	0.014503	0.005011	0.004818	0.005137	0.005943	0.004844	0.003553	0.001051	0.001051	0.614205	0.087790	-156206.294
59430	0.001985	0.003374	0.013676	0.005208	0.004302	0.005549	0.006656	0.004798	0.003711	0.000982	0.000982	0.631589	0.051848	-156158.728
59435	0.001934	0.002878	0.014538	0.005229	0.004340	0.005199	0.005698	0.004640	0.003318	0.000876	0.000876	0.590149	0.100295	-156137.186
59440	0.001931	0.002874	0.011786	0.005392	0.004283	0.008059	0.007080	0.004590	0.003274	0.000810	0.000810	0.597273	0.102305	-156170.751
59445	0.002061	0.003067	0.013131	0.005016	0.004136	0.005017	0.008200	0.004844	0.003356	0.000923	0.000923	0.524939	0.102305	-156202.584
59450	0.002061	0.002832	0.014284	0.005208	0.004639	0.004953	0.007429	0.004896	0.003355	0.000903	0.000903	0.565777	0.102305	-156178.526
59455	0.002075	0.002378	0.013459	0.005129	0.005066	0.007926	0.007003	0.004963	0.003186	0.000860	0.000860	0.503707	0.099847	-156142.475
59460	0.002216	0.002632	0.011623	0.005132	0.004628	0.009556	0.006884	0.004852	0.003309	0.000826	0.000826	0.473219	0.153673	-156174.602
59465	0.002212	0.002629	0.011684	0.005125	0.005337	0.007709	0.006030	0.004846	0.003180	0.000818	0.000818	0.502251	0.153673	-156126.758
59470	0.002020	0.003222	0.013517	0.005125	0.004683	0.009352	0.006436	0.004846	0.003395	0.000824	0.000824	0.570921	0.158343	-156173.306
59475	0.001962	0.003129	0.014492	0.004976	0.005939	0.010034	0.006285	0.004705	0.003146	0.000826	0.000826	0.599919	0.147817	-156164.061
59480	0.001922	0.002778	0.013946	0.005326	0.004005	0.010921	0.006504	0.004610	0.003378	0.000891	0.000891	0.594053	0.147817	-156115.043
59485	0.001878	0.003196	0.015002	0.005204	0.004710	0.013948	0.005507	0.004504	0.003011	0.000870	0.000870	0.618236	0.117587	-156148.263
59490	0.001961	0.003338	0.017342	0.005435	0.007763	0.014338	0.005420	0.004704	0.003072	0.000811	0.000811	0.549235	0.117587	-156141.217
59495	0.001961	0.003338	0.014718	0.005036	0.006503	0.017152	0.005557	0.004704	0.003033	0.000752	0.000752	0.587176	0.081021	-156140.518
59500	0.001628	0.003338	0.013194	0.004640	0.005761	0.016076	0.006009	0.004758	0.002935	0.000752	0.000752	0.515704	0.066162	-156190.479
59505	0.001955	0.002908	0.013186	0.004956	0.006055	0.014790	0.006990	0.004781	0.003055	0.000768	0.000768	0.487835	0.066162	-156137.802
59510	0.001756	0.003021	0.014646	0.005148	0.006036	0.015313	0.006021	0.004967	0.003110	0.000763	0.000763	0.492880	0.042412	-156185.835
59515	0.001774	0.003051	0.016161	0.004626	0.004925	0.014929	0.006496	0.005017	0.003298	0.000794	0.000794	0.492880	0.042412	-156145.804
59520	0.001862	0.002509	0.016221	0.004211	0.005458	0.016061	0.006534	0.005213	0.003308	0.000834	0.000834	0.443212	0.077695	-156222.628
59525	0.001805	0.002943	0.015129	0.004336	0.005273	0.013827	0.007348	0.005174	0.003270	0.000809	0.000809	0.493783	0.077695	-156173.994
59530	0.001745	0.002634	0.013131	0.004143	0.005271	0.015493	0.007332	0.005019	0.003174	0.000694	0.000694	0.434432	0.107292	-156207.716
59535	0.001745	0.002634	0.012370	0.004239	0.004980	0.016039	0.007063	0.004978	0.003317	0.000696	0.000696	0.368557	0.107292	-156152.766
59540	0.001792	0.002705	0.013187	0.004231	0.006011	0.012748	0.006941	0.005162	0.003428	0.000785	0.000785	0.349659	0.107292	-156162.887
59545	0.001735	0.002618	0.014833	0.004096	0.005807	0.009954	0.006282	0.004997	0.003321	0.000789	0.000789	0.379526	0.076846	-156191.913
59550	0.001660	0.002762	0.015390	0.003919	0.005366	0.009995	0.005500	0.004781	0.003264	0.000704	0.000704	0.368651	0.104932	-156141.190
59555	0.001739	0.002479	0.014663	0.004648	0.005140	0.013798	0.005257	0.005008	0.003284	0.000684	0.000684	0.314347	0.104932	-156173.845
59560	0.001685	0.002854	0.013309	0.004295	0.005952	0.012380	0.005633	0.004940	0.003247	0.000738	0.000738	0.323093	0.139090	-156161.470
59565	0.001727	0.002925	0.012182	0.004525	0.005105	0.014679	0.006584	0.005016	0.003420	0.000772	0.000772	0.392383	0.139090	-156163.032
59570	0.001683	0.002353	0.012799	0.004283	0.004236	0.010586	0.007183	0.004933	0.003332	0.000752	0.000752	0.390172	0.203013	-156216.202
59575	0.002071	0.002341	0.013337	0.004051	0.004272	0.010097	0.006481	0.004988	0.003277	0.000841	0.000841	0.367776	0.170394	-156184.790
59580	0.002071	0.003147	0.013246	0.004051	0.004094	0.007955	0.005618	0.004988	0.003387	0.000833	0.000833	0.328221	0.110877	-156224.273
59585	0.002071	0.003147	0.013949	0.004051	0.003875	0.007914	0.005534	0.004988	0.003530	0.000862	0.000862	0.309534	0.092999	-156209.116
59590	0.002040	0.003100	0.013306	0.003990	0.004640	0.005774	0.007524	0.004914	0.003261	0.000867	0.000867	0.344256	0.074927	-156188.434
59595	0.002157	0.003298	0.014524	0.004309	0.004983	0.006176	0.008215	0.005159	0.003409	0.000886	0.000886	0.319771	0.074927	-156198.037
59600	0.002160	0.003303	0.014387	0.004445	0.005363	0.005493	0.006942	0.005115	0.003236	0.000886	0.000886	0.343020	0.057865	-156172.287
59605	0.002154	0.003294	0.016075	0.004486	0.004887	0.005864	0.006212	0.005077	0.003499	0.000884	0.000884	0.356585	0.057865	-156151.534
59610	0.002154	0.003294	0.016281	0.004504	0.004488	0.006038	0.005445	0.005071	0.003552	0.000951	0.000951	0.405880	0.038980	-156247.920
59615	0.002189	0.004473	0.015785	0.004480	0.004625	0.008880	0.005533	0.005189	0.003572	0.000966	0.000966	0.394090	0.049387	-156227.768
59620	0.001563	0.003677	0.014454	0.004328	0.005344	0.007098	0.005962	0.005089	0.003163	0.000977	0.000977	0.394090	0.039654	-156184.934
59625	0.001563	0.003095	0.014561	0.004198	0.005176	0.009289	0.006613	0.005143	0.003386	0.000849	0.000849	0.415922	0.072621	-156220.557
59630	0.001563	0.003095	0.014240	0.004198	0.005409	0.007081	0.007060	0.005143	0.003269	0.000868	0.000868	0.412806	0.083126	-156176.786
59635	0.002028	0.002815	0.014541	0.004310	0.006032	0.008516	0.006447	0.005280	0.003128	0.000891	0.000891	0.491990	0.083126	-156193.783
59640	0.002015	0.002653	0.016689	0.004282	0.007089	0.008330	0.008118	0.005246	0.002962	0.000847	0.000847	0.491990	0.098307	-156179.151
59645	0.001928	0.002539	0.015216	0.004412	0.007280	0.006791	0.008466	0.005020	0.002970	0.000751	0.000751	0.450968	0.098307	-156145.537
59650	0.001928	0.002267	0.015330	0.004412	0.006768	0.007002	0.007917	0.005020	0.002960	0.000751	0.000751	0.450968	0.057054	-156148.604
59655	0.001928	0.002267	0.014794	0.004412	0.004798	0.006363	0.008052	0.005020	0.003189	0.000751	0.000751	0.450968	0.057054	-156189.563
59660	0.001928	0.002267	0.015468	0.004510	0.005122	0.007122	0.007722	0.004980	0.003244	0.000704	0.000704	0.450968	0.044169	-156143.803
59665	0.001941	0.002962	0.014379	0.004423	0.005646	0.007567	0.006891	0.005057	0.003055	0.000820	0.000820	0.450968	0.044169	-156213.919
59670	0.001989	0.003036	0.016210	0.004532	0.006499	0.009555	0.006645	0.005183	0.003147	0.000715	0.000715	0.432037	0.044169	-156148.650
59675	0.001929	0.002508	0.014887	0.004674	0.006382	0.009269	0.006446	0.005050	0.002854	0.000694	0.000694	0.384524	0.044169	-156170.738
59680	0.001902	0.002472	0.013311	0.004504	0.007204	0.007476	0.006903	0.005029	0.002542	0.000684	0.000684	0.419744	0.044169	-156167.488
59685	0.001591	0.002472	0.016741	0.004679	0.007632	0.008258	0.007679	0.004933	0.002333	0.000711	0.000711	0.390899	0.044169	-156196.335
59690	0.001574	0.002227	0.016844	0.004688	0.005693	0.008406	0.008502	0.004847	0.002457	0.000573	0.000573	0.420413	0.073749	-156169.978
59695	0.001602	0.002266	0.017634	0.004715	0.005919	0.009541	0.007988	0.004964	0.002460	0.000583	0.000583	0.433964	0.073749	-156154.255
59700	0.001739	0.002586	0.013440	0.004713	0.004542	0.008385	0.009006	0.004687	0.002590	0.000597	0.000597	0.382139	0.073749	-156213.972
59705	0.001791	0.002214	0.014407	0.004741	0.004089	0.006724	0.010157	0.004872	0.002961	0.000614	0.000614	0.449745	0.073749	-156144.052
59710	0.001369	0.002710	0.015803	0.004782	0.004091	0.006857	0.009743	0.005076	0.003185	0.000640	0.000640	0.465775	0.073749	-156168.712
59715	0.001345	0.002663	0.015007	0.004637	0.004125	0.007215	0.009879	0.005016	0.003238	0.000617	0.000617	0.508870	0.089975	-156158.650
59720	0.001283	0.001868	0.014556	0.004424	0.003736	0.006797	0.010196	0.004786	0.003222	0.000588	0.000588	0.518511	0.089975	-156183.612
59725	0.001311	0.002202	0.016168	0.004519	0.003802	0.007553	0.009795	0.004889	0.003442	0.000601	0.000601	0.435285	0.103945	-156150.726
59730	0.001301	0.002186	0.017474	0.004486	0.004201	0.007260	0.008062	0.004853	0.003126	0.000525	0.000525	0.454276	0.127120	-156162.926
59735	0.001298	0.002180	0.015907	0.004284	0.005797	0.007240	0.008973	0.004926	0.003095	0.000523	0.000523	0.384712	0.092532	-156180.716
59740	0.001298	0.002202	0.015907	0.004284	0.005784	0.006686	0.008496	0.004926	0.003101	0.000523	0.000523	0.377244	0.092532	-156144.470
59745	0.001298	0.002202	0.017278	0.004349	0.005157	0.005521	0.009559	0.004898	0.003045	0.000523	0.000523	0.389998	0.092532	-156136.167
59750	0.001298	0.002202	0.016535	0.004373	0.004620	0.007169	0.010178	0.004888	0.003045	0.000523	0.000523	0.440130	0.112646	-156189.217
59755	0.001343	0.002166	0.014433	0.004526	0.004911	0.006225	0.010310	0.005059	0.003060	0.000534	0.000534	0.468855	0.123285	-156157.097
59760	0.001343	0.002166	0.014993	0.004447	0.004897	0.008620	0.011221	0.005095	0.003068	0.000561	0.000561	0.512761	0.123285	-156150.923
59765	0.001309	0.002110	0.013783	0.004222	0.004470	0.006625	0.010906	0.005018	0.003155	0.000547	0.000547	0.532006	0.096412	-156183.062
59770	0.001313	0.002117	0.014654	0.004234	0.003918	0.006547	0.012889	0.005033	0.003287	0.000548	0.000548	0.460814	0.135833	-156177.817
59775	0.001313	0.001808	0.016175	0.004173	0.003964	0.008313	0.011344	0.005058	0.003255	0.000548	0.000548	0.436988	0.111233	-156158.271
59780	0.001313	0.001808	0.015448	0.004298	0.004267	0.010451	0.012566	0.005103	0.003064	0.000548	0.000548	0.495555	0.069967	-156199.298
59785	0.001313	0.001808	0.016378	0.004453	0.004382	0.008315	0.013563	0.005034	0.002998	0.000548	0.000548	0.510297	0.069967	-156172.841
59790	0.001301	0.001791	0.016414	0.004410	0.004003	0.010932	0.012551	0.004986	0.003174	0.000543	0.000543	0.466513	0.069967	-156155.952
59795	0.001236	0.001701	0.016200	0.004182	0.003569	0.009347	0.012048	0.004739	0.003178	0.000516	0.000516	0.502340	0.069967	-156129.408
59800	0.001377	0.001896	0.017037	0.004207	0.003822	0.011957	0.011780	0.005155	0.003661	0.000575	0.000575	0.459466	0.097312	-156175.085
59805	0.001329	0.001830	0.016188	0.004061	0.003776	0.011397	0.010359	0.004975	0.003466	0.000555	0.000555	0.452021	0.118838	-156169.838
59810	0.001364	0.001878	0.015065	0.004079	0.003868	0.009851	0.011153	0.005139	0.003562	0.000569	0.000569	0.490173	0.094185	-156161.117
59815	0.001334	0.001837	0.015504	0.003972	0.004436	0.012456	0.011471	0.005037	0.003455	0.000557	0.000557	0.490173	0.149752	-156192.475
59820	0.001325	0.001824	0.016701	0.003892	0.004252	0.012665	0.010156	0.005022	0.003533	0.000568	0.000568	0.450434	0.124109	-156176.274
59825	0.001325	0.001824	0.013907	0.003892	0.004742	0.013179	0.008213	0.005022	0.003225	0.000540	0.000540	0.383048	0.129797	-156173.557
59830	0.001366	0.001881	0.016304	0.003848	0.003896	0.015146	0.008450	0.005255	0.003492	0.000556	0.000556	0.375658	0.103931	-156234.155
59835	0.001302	0.001998	0.016538	0.003985	0.003294	0.013830	0.007530	0.005108	0.003274	0.000530	0.000530	0.344404	0.103931	-156185.036
59840	0.001300	0.002382	0.017904	0.004009	0.003493	0.013478	0.007274	0.005162	0.003108	0.000530	0.000530	0.400561	0.094797	-156248.895
59845	0.001314	0.002407	0.017880	0.004051	0.003616	0.012605	0.008729	0.005216	0.003078	0.000535	0.000535	0.392741	0.105951	-156190.022
59850	0.001619	0.002407	0.017605	0.004051	0.004153	0.010825	0.007405	0.005216	0.003186	0.000662	0.000662	0.432014	0.103976	-156191.859
59855	0.001619	0.002407	0.017504	0.004420	0.004315	0.010457	0.007512	0.005046	0.003093	0.000713	0.000713	0.384365	0.109844	-156200.887
59860	0.001619	0.002723	0.017941	0.004072	0.004635	0.010975	0.007174	0.005207	0.003282	0.000713	0.000713	0.382866	0.113641	-156162.755
59865	0.001578	0.002656	0.017298	0.003868	0.004514	0.008292	0.006996	0.005130	0.003198	0.000667	0.000667	0.380013	0.091852	-156185.781
59870	0.001637	0.002754	0.014998	0.004166	0.004539	0.008084	0.007494	0.005246	0.003399	0.000692	0.000692	0.429450	0.091852	-156201.326
59875	0.001547	0.002603	0.015833	0.004098	0.004616	0.007453	0.005892	0.004885	0.003029	0.000602	0.000602	0.340114	0.091852	-156188.853
59880	0.001543	0.002294	0.016275	0.004089	0.004422	0.008039	0.005547	0.004874	0.003126	0.000547	0.000547	0.338512	0.091852	-156183.233
59885	0.001582	0.002351	0.017452	0.004347	0.003737	0.012513	0.006019	0.004932	0.003411	0.000560	0.000560	0.297663	0.091852	-156162.221
59890	0.001656	0.002462	0.017727	0.004552	0.004816	0.011427	0.006905	0.005164	0.003363	0.000639	0.000639	0.243775	0.091852	-156223.645
59895	0.001618	0.002405	0.018625	0.004326	0.004856	0.009079	0.006116	0.005095	0.003204	0.000675	0.000675	0.280741	0.116435	-156146.981
59900	0.001617	0.002404	0.018086	0.004486	0.004255	0.012711	0.007754	0.005023	0.003110	0.000573	0.000573	0.340812	0.116435	-156180.864
59905	0.001590	0.002620	0.018051	0.004671	0.005150	0.012084	0.007120	0.004939	0.002687	0.000600	0.000600	0.369329	0.101154	-156210.786
59910	0.001636	0.002696	0.018822	0.005070	0.005739	0.008876	0.008678	0.004959	0.002604	0.000602	0.000602	0.361899	0.126652	-156182.275
59915	0.001615	0.001894	0.018763	0.004680	0.005694	0.009245	0.008726	0.004786	0.002390	0.000594	0.000594	0.378242	0.126652	-156134.075
59920	0.001706	0.002001	0.020726	0.005093	0.006205	0.008472	0.010435	0.004985	0.002536	0.000611	0.000611	0.398841	0.112488	-156188.706
59925	0.001659	0.001945	0.017722	0.005120	0.005015	0.006991	0.011888	0.004768	0.002845	0.000594	0.000594	0.434381	0.084246	-156129.268
59930	0.001671	0.001960	0.017247	0.005159	0.004445	0.006534	0.011756	0.004805	0.002700	0.000646	0.000646	0.472865	0.084246	-156165.857
59935	0.001671	0.001960	0.015323	0.005159	0.005697	0.006759	0.012947	0.004805	0.002535	0.000563	0.000563	0.417419	0.105689	-156199.628
59940	0.001636	0.001919	0.014730	0.004947	0.004643	0.006865	0.013202	0.004752	0.002572	0.000551	0.000551	0.346712	0.105689	-156166.617
59945	0.001403	0.001913	0.015358	0.005307	0.004635	0.005994	0.012478	0.004738	0.002561	0.000509	0.000509	0.351573	0.105689	-156144.782
59950	0.001656	0.001913	0.015112	0.005188	0.004172	0.006559	0.012401	0.004787	0.002789	0.000579	0.000579	0.305864	0.103706	-156184.614
59955	0.001688	0.002195	0.015540	0.005289	0.005089	0.006583	0.012088	0.004880	0.002674	0.000590	0.000590	0.247136	0.103706	-156162.914
59960	0.001665	0.002165	0.015256	0.005081	0.004635	0.005030	0.010742	0.004871	0.002727	0.000582	0.000582	0.288963	0.103706	-156149.319
59965	0.001671	0.002172	0.013804	0.005450	0.004510	0.004789	0.009603	0.004966	0.002986	0.000606	0.000606	0.297321	0.088137	-156186.357
59970	0.001605	0.002503	0.014664	0.004830	0.004371	0.007677	0.009222	0.004800	0.002849	0.000532	0.000532	0.372860	0.052852	-156172.541
59975	0.001605	0.001802	0.013953	0.004830	0.004715	0.009158	0.007061	0.004800	0.002990	0.000532	0.000532	0.394554	0.052852	-156177.166
59980	0.001654	0.002324	0.015293	0.005188	0.004977	0.007450	0.007154	0.004869	0.003022	0.000548	0.000548	0.445459	0.052852	-156119.125
59985	0.001617	0.002273	0.013587	0.005268	0.004554	0.005866	0.007633	0.004697	0.003120	0.000587	0.000587	0.472187	0.028113	-156161.315
59990	0.001614	0.002268	0.012396	0.005258	0.004286	0.006666	0.008519	0.004688	0.003266	0.000586	0.000586	0.460063	0.028113	-156154.179
59995	0.001609	0.001950	0.013674	0.005452	0.004435	0.008658	0.008493	0.004615	0.003158	0.000584	0.000584	0.452054	0.028113	-156158.320
60000	0.001248	0.001983	0.014200	0.005545	0.004592	0.009240	0.009254	0.004694	0.003168	0.000550	0.000550	0.438539	0.028113	-156140.008
60005	0.001228	0.001952	0.015275	0.005153	0.004458	0.009901	0.010415	0.004620	0.003154	0.000541	0.000541	0.443173	0.028113	-156126.831
60010	0.001228	0.001952	0.013788	0.005245	0.004563	0.011740	0.011635	0.004593	0.003094	0.000541	0.000541	0.414137	0.028113	-156130.244
60015	0.001228	0.001952	0.011565	0.005245	0.004548	0.010228	0.012869	0.004593	0.003102	0.000541	0.000541	0.400568	0.028113	-156123.988
60020	0.001196	0.001677	0.011772	0.005108	0.005111	0.008747	0.011872	0.004474	0.003157	0.000527	0.000527	0.388933	0.028113	-156117.313
60025	0.001240	0.001739	0.014780	0.005298	0.005119	0.011382	0.009740	0.004640	0.003276	0.000546	0.000546	0.421808	0.028113	-156138.237
60030	0.001203	0.001687	0.015112	0.005139	0.004289	0.011299	0.009447	0.004501	0.003117	0.000492	0.000492	0.482934	0.015638	-156146.340
60035	0.001253	0.001757	0.016571	0.005352	0.004412	0.012167	0.009362	0.004688	0.003281	0.000512	0.000512	0.454584	0.016150	-156119.370
60040	0.001253	0.001757	0.015847	0.005352	0.004491	0.011692	0.007435	0.004688	0.003232	0.000512	0.000512	0.442914	0.016150	-156134.867
60045	0.001253	0.002296	0.013599	0.005352	0.004450	0.009004	0.007107	0.004688	0.003257	0.000512	0.000512	0.404049	0.018709	-156168.131
60050	0.001256	0.002302	0.014893	0.005365	0.003935	0.010756	0.006422	0.004699	0.003265	0.000513	0.000513	0.430500	0.016998	-156181.116
60055	0.001247	0.002683	0.014979	0.005326	0.004262	0.009513	0.006375	0.004665	0.003289	0.000594	0.000594	0.495538	0.020160	-156145.176
60060	0.001268	0.002577	0.017405	0.005145	0.006025	0.011886	0.006481	0.004743	0.003301	0.000604	0.000604	0.412513	0.020160	-156145.915
60065	0.001183	0.002404	0.014400	0.004799	0.004175	0.009792	0.007521	0.004423	0.003230	0.000563	0.000563	0.438829	0.046399	-156149.114
60070	0.001222	0.002483	0.017175	0.005568	0.003829	0.010030	0.006699	0.004601	0.003385	0.000517	0.000517	0.371249	0.060476	-156141.175
60075	0.001189	0.002081	0.013995	0.005421	0.003942	0.010079	0.007127	0.004479	0.003143	0.000504	0.000504	0.346459	0.060476	-156092.115
60080	0.001199	0.002098	0.015439	0.005416	0.004023	0.009640	0.007007	0.004514	0.003136	0.000556	0.000556	0.319202	0.060476	-156133.063
60085	0.001199	0.002097	0.013597	0.005416	0.004272	0.011308	0.006724	0.004514	0.003152	0.000556	0.000556	0.396260	0.038381	-156165.042
60090	0.001242	0.003010	0.014255	0.005612	0.004705	0.011659	0.006450	0.004678	0.003156	0.000576	0.000576	0.396260	0.038381	-156162.328
60095	0.001227	0.002973	0.014169	0.005544	0.003695	0.013998	0.005548	0.004621	0.003028	0.000550	0.000550	0.359985	0.038381	-156183.392
60100	0.001234	0.002990	0.013504	0.005149	0.004059	0.012622	0.005150	0.004598	0.003134	0.000553	0.000553	0.365962	0.038381	-156201.607
60105	0.001296	0.003602	0.014091	0.005239	0.003908	0.012776	0.005408	0.004876	0.003539	0.000594	0.000594	0.377485	0.038381	-156154.317
