Gen	theta_1M	theta_2T	theta_3N	theta_4R	theta_5S	theta_6X	theta_7Y	tau_4R	tau_5S	tau_6X	tau_7Y	phi_X	phi_Y	lnL
58440	0.001773	0.004528	0.015434	0.005506	0.003616	0.009931	0.004241	0.004535	0.003337	0.000768	0.000768	0.317154	0.016497	-156197.031
58445	0.001736	0.004432	0.015590	0.005529	0.003489	0.009470	0.004151	0.004408	0.003299	0.000819	0.000819	0.335409	0.006357	-156193.142
58450	0.001797	0.003914	0.017727	0.005723	0.003471	0.011393	0.004297	0.004562	0.003522	0.000778	0.000778	0.404934	0.004799	-156128.894
58455	0.001716	0.003092	0.016902	0.005466	0.002250	0.008905	0.004813	0.004357	0.003618	0.000768	0.000768	0.402969	0.020122	-156133.975
58460	0.001794	0.003440	0.013669	0.005714	0.002272	0.010044	0.006091	0.004555	0.003889	0.000812	0.000812	0.374846	0.009778	-156157.750
58465	0.001721	0.003300	0.014009	0.005481	0.002229	0.010270	0.005019	0.004369	0.003665	0.000779	0.000779	0.343964	0.009778	-156126.326
58470	0.001842	0.003532	0.015552	0.005866	0.002388	0.010587	0.005432	0.004676	0.003919	0.000852	0.000852	0.316399	0.009778	-156165.605
58475	0.001762	0.003963	0.016463	0.004978	0.002237	0.009261	0.006011	0.004474	0.003812	0.000740	0.000740	0.358865	0.015064	-156200.586
58480	0.001812	0.003680	0.017052	0.005119	0.002283	0.008898	0.005628	0.004601	0.003943	0.000745	0.000745	0.366868	0.015064	-156171.526
58485	0.001867	0.003251	0.020019	0.005139	0.002448	0.007756	0.006851	0.004759	0.003937	0.000768	0.000768	0.379584	0.015080	-156199.722
58490	0.001796	0.003203	0.018060	0.004943	0.002274	0.006598	0.005931	0.004578	0.003894	0.000747	0.000747	0.354391	0.015080	-156162.386
58495	0.001809	0.003225	0.017802	0.004656	0.002338	0.005772	0.006218	0.004610	0.003856	0.000769	0.000769	0.400216	0.013087	-156176.373
58500	0.001863	0.003323	0.017164	0.004797	0.002397	0.005591	0.007370	0.004749	0.003988	0.000792	0.000792	0.421285	0.016243	-156215.779
58505	0.001863	0.002692	0.016866	0.004617	0.002535	0.005348	0.007368	0.004749	0.003817	0.000785	0.000785	0.425963	0.016243	-156175.010
58510	0.001863	0.002692	0.016717	0.004617	0.002633	0.004469	0.007031	0.004749	0.003704	0.000785	0.000785	0.431768	0.014513	-156179.201
58515	0.001883	0.002728	0.016661	0.004407	0.003553	0.005664	0.006318	0.004871	0.003698	0.000735	0.000735	0.445054	0.014862	-156163.428
58520	0.001941	0.003435	0.018157	0.004448	0.004385	0.004321	0.006511	0.005043	0.003859	0.000757	0.000757	0.424925	0.014862	-156203.753
58525	0.001978	0.003063	0.018123	0.004534	0.003600	0.005441	0.006314	0.005139	0.004031	0.000772	0.000772	0.454935	0.014862	-156164.635
58530	0.001894	0.002932	0.017305	0.004340	0.003460	0.004535	0.005304	0.004920	0.003948	0.000769	0.000769	0.458928	0.014862	-156187.031
58535	0.001894	0.003462	0.016780	0.004690	0.004774	0.005417	0.006170	0.004965	0.003820	0.000769	0.000769	0.428948	0.014606	-156161.543
58540	0.001853	0.003436	0.015639	0.004346	0.004085	0.004545	0.005763	0.004922	0.003815	0.000864	0.000864	0.488651	0.020082	-156248.847
58545	0.001955	0.003624	0.014399	0.004584	0.004820	0.006025	0.006916	0.005191	0.004016	0.000838	0.000838	0.491427	0.020082	-156212.281
58550	0.001870	0.003056	0.015628	0.004385	0.004766	0.007025	0.005705	0.004965	0.003742	0.000802	0.000802	0.507589	0.012760	-156192.478
58555	0.001934	0.003270	0.015422	0.004731	0.005217	0.004652	0.006571	0.005080	0.003742	0.000834	0.000834	0.507589	0.014419	-156189.201
58560	0.001926	0.003255	0.013754	0.004494	0.005796	0.004158	0.007113	0.005030	0.003630	0.000802	0.000802	0.491627	0.002381	-156196.620
58565	0.001859	0.003142	0.011884	0.004427	0.006017	0.004067	0.006287	0.004823	0.003284	0.000840	0.000840	0.527541	0.002381	-156177.648
58570	0.001933	0.003461	0.011885	0.004745	0.005388	0.005470	0.007136	0.004969	0.003558	0.000780	0.000780	0.481011	0.002381	-156200.161
58575	0.001838	0.003290	0.011840	0.004512	0.004337	0.005630	0.007337	0.004724	0.003617	0.000780	0.000780	0.518072	0.002381	-156174.539
58580	0.001900	0.003402	0.014456	0.004664	0.004528	0.004644	0.007443	0.004884	0.003709	0.000874	0.000874	0.518770	0.002381	-156184.552
58585	0.001852	0.003317	0.015134	0.004548	0.004336	0.003823	0.006558	0.004762	0.003643	0.000852	0.000852	0.517292	0.002381	-156165.386
58590	0.001924	0.004016	0.013650	0.004725	0.005496	0.007881	0.006750	0.004947	0.003704	0.000925	0.000925	0.484016	0.002381	-156127.236
58595	0.001813	0.004246	0.014138	0.004451	0.003588	0.010407	0.006358	0.004660	0.003744	0.000871	0.000871	0.510235	0.012929	-156161.046
58600	0.002233	0.004615	0.016209	0.004473	0.003488	0.007433	0.005881	0.004684	0.003559	0.001018	0.001018	0.501263	0.012484	-156171.609
58605	0.002281	0.004387	0.015142	0.004111	0.003628	0.006751	0.006416	0.004784	0.003588	0.001175	0.001175	0.501263	0.005317	-156241.825
58610	0.002342	0.003979	0.015041	0.004356	0.003754	0.007831	0.005837	0.004873	0.003664	0.001110	0.001110	0.510479	0.005317	-156178.622
58615	0.002342	0.004562	0.015227	0.004356	0.003679	0.007340	0.005837	0.004873	0.003716	0.001110	0.001110	0.489084	0.010022	-156244.248
58620	0.002342	0.004252	0.014348	0.004530	0.003756	0.009106	0.005837	0.004828	0.003658	0.000997	0.000997	0.492522	0.010767	-156213.696
58625	0.002644	0.004241	0.015493	0.004518	0.003631	0.010781	0.004859	0.004815	0.003730	0.001073	0.001073	0.495875	0.010767	-156267.879
58630	0.002322	0.003888	0.014732	0.004748	0.005136	0.014653	0.005976	0.005060	0.003828	0.001012	0.001012	0.439855	0.037240	-156169.929
58635	0.002191	0.003303	0.015706	0.005239	0.003210	0.013105	0.005274	0.004775	0.003793	0.000913	0.000913	0.474608	0.037240	-156195.198
58640	0.002097	0.003526	0.014887	0.005015	0.003073	0.013825	0.005798	0.004571	0.003630	0.000920	0.000920	0.523464	0.037240	-156188.177
58645	0.002158	0.002873	0.012899	0.005160	0.002931	0.012999	0.006709	0.004703	0.003956	0.000966	0.000966	0.558214	0.033977	-156182.942
58650	0.002150	0.003409	0.014651	0.005141	0.002265	0.013445	0.006211	0.004685	0.004085	0.000953	0.000953	0.515145	0.033977	-156174.944
58655	0.002173	0.003447	0.017397	0.005198	0.002884	0.012955	0.006002	0.004737	0.004057	0.001010	0.001010	0.581776	0.015600	-156164.547
58660	0.002173	0.002973	0.016924	0.004664	0.002884	0.011987	0.006782	0.004737	0.004057	0.000929	0.000929	0.648428	0.015600	-156219.022
58665	0.002236	0.003058	0.016310	0.005063	0.003167	0.013021	0.008124	0.004836	0.004058	0.000949	0.000949	0.712301	0.018804	-156192.218
58670	0.002236	0.003058	0.016082	0.005063	0.003290	0.012407	0.007596	0.004836	0.003946	0.001054	0.001054	0.701796	0.018804	-156224.532
58675	0.002125	0.003784	0.016422	0.004813	0.003102	0.010483	0.007835	0.004597	0.003773	0.001115	0.001115	0.714332	0.018804	-156193.040
58680	0.002211	0.003937	0.017166	0.004865	0.003858	0.011928	0.007445	0.004808	0.003769	0.001192	0.001192	0.692582	0.024073	-156183.279
58685	0.002211	0.003190	0.019001	0.004865	0.003740	0.009930	0.007414	0.004808	0.003850	0.001130	0.001130	0.626724	0.024073	-156161.997
58690	0.002211	0.003190	0.016432	0.004865	0.003990	0.010434	0.006373	0.004808	0.003679	0.001037	0.001037	0.573544	0.021851	-156223.323
58695	0.002230	0.004493	0.019372	0.004908	0.003745	0.009447	0.005476	0.004850	0.003717	0.001080	0.001080	0.512352	0.010659	-156190.682
58700	0.002152	0.003664	0.015974	0.004835	0.003308	0.009213	0.005740	0.004679	0.003545	0.001042	0.001042	0.496708	0.010659	-156185.601
58705	0.002062	0.003512	0.016941	0.005001	0.002959	0.008110	0.006198	0.004540	0.003569	0.000961	0.000961	0.508225	0.010659	-156180.555
58710	0.002096	0.003569	0.015866	0.005273	0.003357	0.007423	0.006299	0.004575	0.003621	0.001091	0.001091	0.527754	0.012406	-156146.668
58715	0.002039	0.003863	0.017097	0.005336	0.003042	0.008831	0.006343	0.004734	0.003744	0.001124	0.001124	0.470697	0.011767	-156197.182
58720	0.001966	0.003371	0.014970	0.005144	0.002718	0.011439	0.005582	0.004564	0.003815	0.000968	0.000968	0.443692	0.011767	-156158.083
58725	0.002024	0.003806	0.017164	0.005099	0.003192	0.012014	0.005747	0.004700	0.003839	0.000997	0.000997	0.465282	0.036967	-156151.083
58730	0.001991	0.003532	0.017123	0.004888	0.003288	0.012042	0.005651	0.004643	0.003647	0.000990	0.000990	0.538471	0.036967	-156167.764
58735	0.001973	0.003501	0.016110	0.004846	0.003085	0.011408	0.006116	0.004602	0.003705	0.000955	0.000955	0.555081	0.036967	-156188.856
58740	0.001981	0.003515	0.016576	0.004865	0.003350	0.013151	0.005524	0.004620	0.003714	0.000829	0.000829	0.523830	0.036967	-156165.283
58745	0.001916	0.003400	0.015233	0.004707	0.003281	0.012701	0.005606	0.004470	0.003558	0.000882	0.000882	0.554252	0.061189	-156211.687
58750	0.001992	0.003535	0.015908	0.004476	0.003157	0.013126	0.005828	0.004647	0.003630	0.000849	0.000849	0.552471	0.061189	-156220.977
58755	0.002501	0.004267	0.016585	0.004476	0.003182	0.013277	0.004865	0.004647	0.003612	0.000989	0.000989	0.473501	0.061189	-156180.521
58760	0.002477	0.004226	0.015257	0.004433	0.003114	0.013568	0.005484	0.004602	0.003605	0.000971	0.000971	0.457287	0.061189	-156205.216
58765	0.002565	0.004110	0.015682	0.004441	0.003737	0.012508	0.005583	0.004811	0.003447	0.001071	0.001071	0.390965	0.061189	-156192.342
58770	0.002594	0.003770	0.014720	0.004630	0.004175	0.011485	0.005647	0.004825	0.003444	0.001038	0.001038	0.342412	0.061189	-156179.745
58775	0.002529	0.003675	0.015442	0.004514	0.003286	0.012865	0.005406	0.004704	0.003653	0.000961	0.000961	0.381260	0.069709	-156200.026
58780	0.002460	0.003574	0.015056	0.004391	0.003245	0.010672	0.005258	0.004575	0.003514	0.000935	0.000935	0.370658	0.088992	-156190.265
58785	0.002034	0.003058	0.013750	0.004911	0.003162	0.011419	0.006075	0.004624	0.003581	0.000824	0.000824	0.357412	0.088992	-156214.632
58790	0.002114	0.004300	0.014132	0.005103	0.002792	0.011791	0.005315	0.004804	0.003789	0.000856	0.000856	0.378213	0.088992	-156175.235
58795	0.002161	0.003658	0.014744	0.005346	0.002459	0.014243	0.005434	0.004886	0.004037	0.000837	0.000837	0.369846	0.077069	-156238.229
58800	0.002094	0.003545	0.015176	0.005181	0.003507	0.014364	0.005023	0.004735	0.003828	0.000764	0.000764	0.412156	0.077069	-156146.136
58805	0.002159	0.003457	0.015645	0.005342	0.003697	0.013518	0.005179	0.004882	0.003878	0.000816	0.000816	0.369750	0.077069	-156181.301
58810	0.002093	0.004198	0.014276	0.004524	0.003439	0.010739	0.005818	0.004732	0.003883	0.000832	0.000832	0.395492	0.077069	-156177.407
58815	0.001754	0.002689	0.014012	0.004844	0.003160	0.010653	0.005761	0.004685	0.003885	0.000702	0.000702	0.335867	0.077069	-156139.694
58820	0.001788	0.002741	0.013881	0.004938	0.003261	0.010611	0.005308	0.004776	0.003921	0.000716	0.000716	0.402944	0.091747	-156211.562
58825	0.001779	0.002726	0.013182	0.004911	0.002734	0.011203	0.006308	0.004750	0.003923	0.000712	0.000712	0.404033	0.074734	-156152.762
58830	0.001779	0.002726	0.015319	0.004911	0.002819	0.008697	0.006564	0.004750	0.003828	0.000858	0.000858	0.472158	0.074734	-156187.347
58835	0.001869	0.002864	0.015949	0.005083	0.003151	0.009953	0.007457	0.004937	0.003834	0.000858	0.000858	0.475761	0.086456	-156160.958
58840	0.001805	0.002467	0.014997	0.004907	0.003413	0.012373	0.006465	0.004766	0.003386	0.000771	0.000771	0.458697	0.086456	-156181.845
58845	0.001881	0.002571	0.013985	0.005180	0.003525	0.012807	0.007635	0.004967	0.003552	0.000858	0.000858	0.450269	0.131796	-156145.491
58850	0.001881	0.002571	0.014043	0.005298	0.002815	0.013360	0.006769	0.004935	0.003692	0.000796	0.000796	0.441007	0.131796	-156204.872
58855	0.001746	0.002387	0.014098	0.004920	0.003339	0.010435	0.007126	0.004583	0.003356	0.000770	0.000770	0.409871	0.157279	-156166.835
58860	0.001770	0.002420	0.013968	0.004986	0.003326	0.011226	0.007741	0.004645	0.003446	0.000742	0.000742	0.431750	0.157279	-156150.757
58865	0.001799	0.002460	0.014721	0.005305	0.003232	0.011207	0.007863	0.004722	0.003628	0.000817	0.000817	0.461429	0.131474	-156123.925
58870	0.001799	0.002836	0.015619	0.005305	0.003144	0.009692	0.007863	0.004722	0.003707	0.000851	0.000851	0.440498	0.114717	-156195.662
58875	0.002134	0.002836	0.015160	0.005305	0.003297	0.011952	0.006641	0.004722	0.003575	0.000801	0.000801	0.387680	0.128525	-156142.556
58880	0.002147	0.003192	0.015944	0.005337	0.003741	0.010938	0.005734	0.004750	0.003657	0.000885	0.000885	0.373557	0.128525	-156167.298
58885	0.002118	0.003917	0.013378	0.005264	0.003541	0.007540	0.005657	0.004686	0.003419	0.001011	0.001011	0.367022	0.142272	-156188.367
58890	0.002007	0.003032	0.014327	0.004809	0.003275	0.007153	0.005866	0.004481	0.003441	0.000896	0.000896	0.367022	0.156389	-156153.117
58895	0.002007	0.002465	0.013757	0.005084	0.003162	0.008319	0.005866	0.004481	0.003360	0.000780	0.000780	0.367534	0.117777	-156180.260
58900	0.002105	0.002586	0.013005	0.005334	0.003360	0.008783	0.006854	0.004701	0.003491	0.000894	0.000894	0.367534	0.096903	-156153.720
58905	0.002130	0.002617	0.011189	0.005588	0.003382	0.008801	0.006505	0.004713	0.003550	0.000849	0.000849	0.422642	0.096903	-156172.071
58910	0.002078	0.002554	0.011773	0.005453	0.003418	0.006540	0.006979	0.004600	0.003374	0.000847	0.000847	0.390341	0.096903	-156138.183
58915	0.002058	0.002989	0.013449	0.005272	0.003826	0.008450	0.007122	0.004659	0.003368	0.000819	0.000819	0.423545	0.091093	-156158.679
58920	0.002058	0.002989	0.013251	0.005845	0.004080	0.004560	0.006535	0.004659	0.003466	0.000894	0.000894	0.397694	0.084281	-156198.946
58925	0.001978	0.002873	0.014438	0.005617	0.003615	0.004735	0.006859	0.004477	0.003284	0.000837	0.000837	0.494283	0.084281	-156200.687
58930	0.002036	0.002957	0.014503	0.005782	0.004459	0.006307	0.007425	0.004608	0.003361	0.000861	0.000861	0.519004	0.084281	-156095.599
58935	0.001967	0.002857	0.014579	0.005312	0.004155	0.006927	0.007757	0.004453	0.003336	0.000870	0.000870	0.555107	0.063760	-156186.228
58940	0.001947	0.002829	0.013295	0.005259	0.004751	0.005565	0.008939	0.004408	0.002978	0.000961	0.000961	0.575050	0.044466	-156168.628
58945	0.002128	0.003091	0.015365	0.005747	0.004275	0.006992	0.009479	0.004818	0.003242	0.000954	0.000954	0.543227	0.044466	-156226.535
58950	0.001995	0.002897	0.014115	0.005543	0.003830	0.009020	0.008908	0.004474	0.003139	0.000847	0.000847	0.481312	0.044466	-156182.600
58955	0.001995	0.002592	0.015762	0.005543	0.003857	0.007803	0.008991	0.004474	0.003123	0.000847	0.000847	0.505116	0.025217	-156150.776
58960	0.001916	0.002842	0.016689	0.005325	0.002879	0.007621	0.008731	0.004298	0.003336	0.000825	0.000825	0.531012	0.025217	-156176.284
58965	0.001887	0.002800	0.015930	0.005245	0.002846	0.007593	0.009088	0.004233	0.003277	0.000943	0.000943	0.528155	0.016109	-156164.630
58970	0.002020	0.002996	0.014031	0.005613	0.003010	0.008127	0.009218	0.004530	0.003536	0.000942	0.000942	0.545027	0.016109	-156170.208
58975	0.002020	0.002782	0.014084	0.005613	0.003861	0.009282	0.009658	0.004530	0.003539	0.000865	0.000865	0.560978	0.013343	-156183.317
58980	0.001966	0.002708	0.013656	0.005463	0.003598	0.007692	0.008424	0.004409	0.003561	0.000871	0.000871	0.605060	0.016457	-156130.294
58985	0.001959	0.002698	0.013510	0.005444	0.004241	0.006365	0.007550	0.004394	0.003534	0.000868	0.000868	0.558508	0.023214	-156115.922
58990	0.002085	0.003292	0.015887	0.005440	0.004784	0.007472	0.007681	0.004634	0.003601	0.000910	0.000910	0.603504	0.023214	-156174.272
58995	0.002054	0.002946	0.017242	0.005056	0.004566	0.009744	0.007327	0.004627	0.003381	0.000896	0.000896	0.544309	0.023214	-156160.876
59000	0.002054	0.003429	0.017130	0.005056	0.003842	0.007449	0.007486	0.004627	0.003410	0.000954	0.000954	0.562850	0.039163	-156210.792
59005	0.002128	0.003008	0.015215	0.005238	0.004529	0.009334	0.007357	0.004794	0.003662	0.000911	0.000911	0.531005	0.052541	-156211.167
59010	0.001978	0.003383	0.013640	0.004869	0.004014	0.009453	0.006363	0.004456	0.003268	0.000847	0.000847	0.518875	0.052541	-156177.404
59015	0.002039	0.003487	0.014687	0.005019	0.004105	0.009762	0.006449	0.004593	0.003388	0.000906	0.000906	0.535719	0.052541	-156184.782
59020	0.002085	0.003554	0.014452	0.005051	0.004338	0.008605	0.006595	0.004716	0.003382	0.001027	0.001027	0.571213	0.052541	-156166.127
59025	0.002155	0.003351	0.015155	0.005387	0.005050	0.009560	0.006814	0.004827	0.003390	0.001057	0.001057	0.560657	0.043849	-156168.328
59030	0.002070	0.003663	0.014980	0.004896	0.005053	0.010290	0.006468	0.004637	0.003281	0.000983	0.000983	0.560657	0.016043	-156204.107
59035	0.002070	0.003227	0.015949	0.004896	0.004344	0.010832	0.007461	0.004637	0.003417	0.001008	0.001008	0.586175	0.017759	-156163.713
59040	0.002034	0.003172	0.015927	0.004635	0.005495	0.009362	0.007017	0.004558	0.003009	0.000991	0.000991	0.545470	0.021620	-156168.872
59045	0.002151	0.003353	0.017042	0.004381	0.006562	0.011456	0.005537	0.004819	0.002993	0.001047	0.001047	0.495378	0.012573	-156211.219
59050	0.002151	0.003353	0.018763	0.004473	0.007128	0.011885	0.005108	0.004781	0.002877	0.001092	0.001092	0.544648	0.012573	-156172.611
59055	0.002432	0.003783	0.019511	0.004551	0.006399	0.013659	0.005482	0.004865	0.003011	0.000989	0.000989	0.480138	0.018132	-156184.593
59060	0.002360	0.003671	0.019064	0.004354	0.006121	0.010161	0.004389	0.004748	0.002951	0.000960	0.000960	0.505249	0.021920	-156201.686
59065	0.002428	0.003777	0.016297	0.005146	0.005811	0.008017	0.005398	0.004868	0.003090	0.001092	0.001092	0.456296	0.019853	-156205.961
59070	0.002383	0.003272	0.019301	0.005493	0.004950	0.009786	0.006030	0.004806	0.003022	0.001027	0.001027	0.411819	0.022641	-156183.432
59075	0.002034	0.003357	0.018197	0.005014	0.004062	0.009775	0.006702	0.004796	0.002962	0.000870	0.000870	0.500543	0.014864	-156209.916
59080	0.002040	0.003366	0.019079	0.005143	0.004544	0.010239	0.007519	0.004774	0.002948	0.000789	0.000789	0.493114	0.014864	-156176.652
59085	0.002050	0.003382	0.018077	0.005338	0.003483	0.010748	0.007929	0.004739	0.003135	0.000789	0.000789	0.469069	0.014864	-156161.385
59090	0.002068	0.003413	0.015508	0.005787	0.003817	0.010224	0.007480	0.004782	0.002980	0.000748	0.000748	0.500474	0.012209	-156219.372
59095	0.001810	0.002955	0.016836	0.005216	0.003808	0.011859	0.007761	0.004735	0.003161	0.000748	0.000748	0.437929	0.012704	-156175.254
59100	0.001825	0.003141	0.016768	0.005258	0.005085	0.008730	0.007231	0.004774	0.003112	0.000754	0.000754	0.391007	0.006955	-156162.734
59105	0.001807	0.003110	0.016008	0.005207	0.006038	0.009337	0.007442	0.004727	0.003089	0.000746	0.000746	0.453205	0.006955	-156147.240
59110	0.001779	0.003350	0.016471	0.005034	0.006173	0.007141	0.005773	0.004683	0.003019	0.000771	0.000771	0.445602	0.015479	-156150.356
59115	0.001746	0.003765	0.015908	0.004882	0.006462	0.007513	0.005584	0.004616	0.003050	0.000756	0.000756	0.498901	0.043831	-156146.759
59120	0.001746	0.003759	0.015478	0.005007	0.007591	0.008085	0.006393	0.004573	0.002962	0.000803	0.000803	0.466748	0.049953	-156143.721
59125	0.001728	0.003721	0.013550	0.004956	0.006893	0.008932	0.005244	0.004526	0.002830	0.000719	0.000719	0.448499	0.025538	-156178.211
59130	0.001816	0.003630	0.013596	0.005209	0.007534	0.008847	0.004999	0.004757	0.002939	0.000755	0.000755	0.450523	0.025538	-156151.655
59135	0.001828	0.003653	0.015308	0.005242	0.006368	0.007916	0.004471	0.004787	0.003022	0.000836	0.000836	0.447088	0.025538	-156143.728
59140	0.001828	0.002587	0.014377	0.004753	0.006982	0.007317	0.004471	0.004848	0.003011	0.000767	0.000767	0.414667	0.075636	-156182.768
59145	0.001882	0.002664	0.012877	0.004494	0.007023	0.007246	0.004604	0.005070	0.003153	0.000729	0.000729	0.454837	0.074194	-156205.870
59150	0.001856	0.002628	0.013320	0.004588	0.006219	0.007634	0.005122	0.004938	0.003032	0.000653	0.000653	0.346362	0.097876	-156235.473
59155	0.001879	0.003058	0.013863	0.004444	0.005519	0.007894	0.005429	0.004929	0.002982	0.000768	0.000768	0.346362	0.068758	-156199.418
59160	0.001833	0.002984	0.012322	0.004406	0.005207	0.007706	0.005298	0.004783	0.003067	0.000749	0.000749	0.385563	0.068758	-156182.966
59165	0.001777	0.003158	0.015007	0.004691	0.006259	0.009233	0.005607	0.005057	0.003097	0.000793	0.000793	0.306188	0.097155	-156165.920
59170	0.001632	0.002900	0.014065	0.004307	0.006690	0.007884	0.005841	0.004644	0.002950	0.000685	0.000685	0.361215	0.097155	-156194.805
59175	0.001660	0.002949	0.014473	0.005128	0.005048	0.010667	0.005941	0.004723	0.003131	0.000697	0.000697	0.383289	0.106861	-156146.713
59180	0.001660	0.002949	0.014218	0.005128	0.005930	0.009675	0.006688	0.004723	0.003124	0.000697	0.000697	0.392353	0.106861	-156150.051
59185	0.001660	0.002949	0.014478	0.005029	0.006197	0.010330	0.006347	0.004753	0.003183	0.000787	0.000787	0.427921	0.061677	-156182.051
59190	0.001600	0.002843	0.013685	0.004948	0.004595	0.011150	0.006117	0.004552	0.003157	0.000687	0.000687	0.456933	0.052238	-156169.769
59195	0.001605	0.002851	0.016115	0.004963	0.004349	0.010378	0.006651	0.004566	0.003316	0.000695	0.000695	0.456933	0.039935	-156221.732
59200	0.001681	0.002986	0.013961	0.005198	0.004731	0.011050	0.005649	0.004782	0.003374	0.000807	0.000807	0.440666	0.072509	-156161.295
59205	0.001681	0.002601	0.014807	0.004926	0.005091	0.008717	0.006644	0.004759	0.003311	0.000832	0.000832	0.503472	0.072509	-156176.792
59210	0.001638	0.002535	0.015718	0.004611	0.004913	0.010746	0.006475	0.004695	0.003248	0.000747	0.000747	0.503472	0.072509	-156130.323
59215	0.001660	0.002569	0.015138	0.004599	0.005154	0.012993	0.008259	0.004786	0.003208	0.000690	0.000690	0.452672	0.054970	-156181.780
59220	0.001705	0.002638	0.012871	0.004722	0.005065	0.012881	0.008332	0.004915	0.003410	0.000762	0.000762	0.497059	0.053829	-156143.475
59225	0.001652	0.002556	0.013978	0.004443	0.003778	0.013686	0.009274	0.004800	0.003288	0.000718	0.000718	0.483893	0.053829	-156181.054
59230	0.001710	0.002646	0.015643	0.004347	0.004007	0.013736	0.009594	0.005061	0.003340	0.000813	0.000813	0.483893	0.074226	-156228.494
59235	0.001678	0.002597	0.015459	0.004417	0.003761	0.015303	0.008731	0.004910	0.003390	0.000764	0.000764	0.485104	0.054944	-156192.356
59240	0.001930	0.002638	0.014983	0.004485	0.003748	0.013206	0.008676	0.004986	0.003492	0.000827	0.000827	0.527075	0.040358	-156199.667
59245	0.001934	0.002644	0.016445	0.004470	0.003705	0.009960	0.007952	0.005006	0.003536	0.000861	0.000861	0.499592	0.040358	-156178.001
59250	0.001561	0.002585	0.017001	0.004370	0.003308	0.008541	0.008764	0.004893	0.003537	0.000784	0.000784	0.476257	0.040358	-156191.117
59255	0.001561	0.002585	0.016822	0.004370	0.003289	0.012535	0.007176	0.004893	0.003552	0.000691	0.000691	0.481146	0.040358	-156156.209
59260	0.001610	0.002666	0.015826	0.004507	0.003857	0.012216	0.007402	0.005047	0.003623	0.000768	0.000768	0.547632	0.040358	-156170.458
59265	0.001572	0.002603	0.014200	0.004048	0.003711	0.010261	0.007468	0.004928	0.003659	0.000750	0.000750	0.549652	0.040358	-156199.058
59270	0.001580	0.002616	0.013058	0.004069	0.004975	0.008268	0.007626	0.004953	0.003650	0.000754	0.000754	0.526125	0.040358	-156183.532
59275	0.001624	0.002500	0.014347	0.004031	0.005268	0.009259	0.007841	0.005143	0.003499	0.000688	0.000688	0.517352	0.040358	-156209.852
59280	0.001591	0.002449	0.014067	0.003847	0.005241	0.010294	0.007482	0.005080	0.003563	0.000673	0.000673	0.491784	0.040358	-156188.409
59285	0.001565	0.002870	0.012484	0.003961	0.004438	0.008128	0.007387	0.004923	0.003519	0.000782	0.000782	0.459309	0.057987	-156166.316
59290	0.001625	0.002980	0.013104	0.004113	0.003655	0.008266	0.008447	0.005112	0.003732	0.000723	0.000723	0.472273	0.057987	-156193.008
59295	0.001579	0.002431	0.014465	0.003996	0.003352	0.006871	0.008913	0.004967	0.003712	0.000676	0.000676	0.472273	0.057987	-156212.140
59300	0.001579	0.002909	0.014140	0.003996	0.003684	0.008617	0.008913	0.004967	0.003440	0.000665	0.000665	0.540426	0.034294	-156175.055
59305	0.001656	0.002387	0.013740	0.004191	0.003884	0.009125	0.009451	0.005209	0.003592	0.000604	0.000604	0.537775	0.034294	-156222.026
59310	0.001632	0.002353	0.014691	0.004131	0.003970	0.008492	0.009556	0.005135	0.003435	0.000596	0.000596	0.602389	0.019768	-156161.932
59315	0.001632	0.002353	0.014996	0.004219	0.004190	0.008165	0.009556	0.005097	0.003287	0.000653	0.000653	0.558055	0.024331	-156172.919
59320	0.001694	0.002443	0.017518	0.004308	0.004569	0.009183	0.008302	0.005324	0.003280	0.000677	0.000677	0.489025	0.028012	-156147.802
59325	0.001638	0.002361	0.014685	0.004165	0.004517	0.009257	0.008024	0.005146	0.003116	0.000745	0.000745	0.501361	0.028012	-156190.157
59330	0.001580	0.002549	0.013778	0.004018	0.004943	0.008115	0.007742	0.004965	0.002987	0.000693	0.000693	0.468815	0.028012	-156242.379
59335	0.001566	0.002526	0.014248	0.004053	0.004426	0.009434	0.007674	0.004888	0.002812	0.000681	0.000681	0.495497	0.038383	-156189.798
59340	0.001722	0.002778	0.015470	0.004530	0.004750	0.010128	0.008095	0.005337	0.003150	0.000714	0.000714	0.455958	0.038383	-156193.647
59345	0.001655	0.002669	0.015656	0.004129	0.004922	0.010779	0.008273	0.005103	0.002955	0.000686	0.000686	0.477603	0.038383	-156190.927
59350	0.001698	0.002555	0.014890	0.004324	0.005227	0.009600	0.008466	0.005189	0.002953	0.000754	0.000754	0.482854	0.071225	-156178.505
59355	0.001959	0.002555	0.015703	0.004324	0.005244	0.011140	0.008610	0.005189	0.002944	0.000709	0.000709	0.513560	0.071225	-156168.984
59360	0.002027	0.002515	0.015421	0.004405	0.005545	0.010068	0.009192	0.005034	0.002749	0.000733	0.000733	0.542563	0.059951	-156203.266
59365	0.002092	0.002595	0.016710	0.005111	0.005810	0.008978	0.009395	0.005114	0.002799	0.000848	0.000848	0.538070	0.038608	-156164.026
59370	0.001972	0.002447	0.014847	0.004831	0.005677	0.008397	0.010463	0.004812	0.002837	0.000906	0.000906	0.584003	0.038608	-156178.360
59375	0.002012	0.003083	0.016092	0.004930	0.005261	0.008744	0.010136	0.004910	0.002980	0.000985	0.000985	0.614086	0.038608	-156191.716
